character,keyword,primitive_meanings,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
皿,dish,,,,,,glass cover + floor + walking stick + walking stick,⿴ (surround),⿴𠀃⿰丨丨,"<span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",,RTK RSH RTH,RSH1::L37 primitive
盆,basin,,,2495,,pén,part + dish,⿱ (top-bottom),⿱分皿,"<span style=""color:#1a5276"">分</span> <span style=""color:#666"">part</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",,RSH RTH RTK,RSH2::L37
盈,replete,,,2494,,yíng,fist + again + dish,⿱ (top-bottom),⿱夃皿,"<span style=""color:#1a5276"">乃</span> <span style=""color:#666"">only then</span> <span style=""color:#999"">(alias: fist)</span><br><span style=""color:#1a5276"">又</span> <span style=""color:#666"">again</span> <span style=""color:#999"">(alias: right hand, crotch)</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",,RSH RTH,RSH2::L37
益,benefit,,,1401,,yì,dish + sparkler + one + horns + animal legs,⿳ (top-mid-bottom),⿳䒑八皿,"<span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span><br><span style=""color:#1a5276"">囧率－玄－十</span> <span style=""color:#666"">sparkler</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor, ceiling)</span><br><span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span><br><span style=""color:#1a5276"">囧只－口</span> <span style=""color:#666"">animal legs</span>",,RSH RTH RTK,RSH1::L50
盏,small cup,,,2491,,zhǎn,float + dish,⿱ (top-bottom),⿱戋皿,"<span style=""color:#1a5276"">戋</span> <span style=""color:#666"">float</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",TH: 盞 | JP: 盞,RSH,RSH2::L37
盐,salt,,,2487,,yán,soil + magic wand + dish,⿱ (top-bottom),⿱圤皿,"<span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground, dirt, land)</span><br><span style=""color:#1a5276"">卜</span> <span style=""color:#666"">divination</span> <span style=""color:#999"">(alias: magic wand)</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",TH: 鹽 | JP: 塩,RSH,RSH2::L37
监,supervise,hidden camera,,1141,,jiān / jiàn,fencing foil + reclining + drop + dish,⿱ (top-bottom),⿱𰀢皿,"<span style=""color:#1a5276"">囧坚－圣</span> <span style=""color:#666"">fencing foil</span><br><span style=""color:#1a5276"">𠂉</span> <span style=""color:#666"">reclining</span> <span style=""color:#999"">(alias: lying (down))</span><br><span style=""color:#1a5276"">掉</span> <span style=""color:#666"">drop</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",TH: 監 | JP: 監,RSH,RSH1::L37 primitive
盒,small box,,,2489,,hé,fit + dish,⿱ (top-bottom),⿱合皿,"<span style=""color:#1a5276"">合</span> <span style=""color:#666"">fit</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",,RSH RTH,RSH2::L37
盔,helmet,,,2488,,kuī,ashes + dish,⿱ (top-bottom),⿱灰皿,"<span style=""color:#1a5276"">灰</span> <span style=""color:#666"">ashes</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",,RSH,RSH2::L37
盖,lid,,,1139,,gài,sheep + dish,⿱ (top-bottom),⿱𦍌皿,"<span style=""color:#1a5276"">羊</span> <span style=""color:#666"">sheep</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",TH: 蓋 | JP: 蓋,RSH,RSH1::L37
盗,master thief,,,2492,,dào,next + dish,⿱ (top-bottom),⿱次皿,"<span style=""color:#1a5276"">次</span> <span style=""color:#666"">next</span> <span style=""color:#999"">(alias: secondary)</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",TH: 盜,RSH RTK,RSH2::L37
盘,tray,,,1397,,pán,boat + dish,⿱ (top-bottom),⿱舟皿,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",TH: 盤 | JP: 盤,RSH,RSH1::L49
盛,flourishing,,,2490,,chéng / shèng,turn into + dish,⿱ (top-bottom),⿱成皿,"<span style=""color:#1a5276"">成</span> <span style=""color:#666"">turn into</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",,RSH RTH RTK,RSH2::L37
盟,alliance,,,2484,,méng,bright + dish,⿱ (top-bottom),⿱明皿,"<span style=""color:#1a5276"">明</span> <span style=""color:#666"">bright</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",,RSH RTH RTK,RSH2::L37
目,eye,eyeball · net,,15,,mù,pent in + floor + floor,⿴ (surround),⿴囗𠄠,"<span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span>",,RSH RTH RTK,RSH1::L01 primitive
盯,stare at,,,1516,,dīng,eyeball + spike,⿰ (left-right),⿰目丁,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">丁</span> <span style=""color:#666"">fourth</span> <span style=""color:#999"">(alias: spike)</span>",,RSH RTH,RSH2::L05
盲,blind,,,491,,máng,eye + perish,⿱ (top-bottom),⿱亡目,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span><br><span style=""color:#1a5276"">亡</span> <span style=""color:#666"">deceased</span> <span style=""color:#999"">(alias: perish)</span>",,RSH RTH RTK,RSH1::L19
直,straight,,,72,,Zhí / zhí,ten + eye + floor,⿱ (top-bottom),⿱十{73},"<span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span><br><span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span>",,RSH RTH RTK,RSH1::L05
相,one another,,,212,,xiāng / xiàng,tree + eye,⿰ (left-right),⿰木目,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span>",,RSH RTH RTK,RSH1::L10
盼,await hopefully,,,1942,,pàn,eyeball + part,⿰ (left-right),⿰目分,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">分</span> <span style=""color:#666"">part</span>",,RSH RTH,RSH2::L23
盾,shield,,,1896,,dùn,drag + ten + eyeball,⿸ (top-left-wrap),⿸𠂆𥃭,"<span style=""color:#1a5276"">𠂆</span> <span style=""color:#666"">drag</span><br><span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span><br><span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span>",,RSH RTH RTK,RSH2::L22
省,economize,,,132,,shěng / xǐng,eye + few,⿱ (top-bottom),⿱少目,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span><br><span style=""color:#1a5276"">少</span> <span style=""color:#666"">few</span>",,RSH RTH RTK,RSH1::L07
眉,eyebrows,,,2149,,méi,eye + flag,⿸ (top-left-wrap),⿸𠃜目,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span><br><span style=""color:#1a5276"">尸</span> <span style=""color:#666"">corpse</span> <span style=""color:#999"">(alias: flag)</span>",,RSH RTH RTK,RSH2::L28
看,look at,,,585,,kān / kàn,hand + eye,⿸ (top-left-wrap),⿸龵目,"<span style=""color:#1a5276"">手</span> <span style=""color:#666"">hand</span><br><span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span>",,RSH RTH RTK,RSH1::L22
真,true,,,75,,zhēn,ten + tool,⿱ (top-bottom),⿱十具,"<span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span><br><span style=""color:#1a5276"">囧具－目</span> <span style=""color:#666"">tool</span>",,RSH RTH RTK,RSH1::L05
眠,slumber,,,1378,,mián,eye + people,⿰ (left-right),⿰目民,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span><br><span style=""color:#1a5276"">民</span> <span style=""color:#666"">people</span>",,RSH RTH RTK,RSH1::L48
眨,blink,,,992,,zhǎ,eye + weary,⿰ (left-right),⿰目乏,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span><br><span style=""color:#1a5276"">乏</span> <span style=""color:#666"">weary</span>",,RSH RTH,RSH1::L31
眯,squint,,,2028,,mí / mī,eyeball + rice,⿰ (left-right),⿰目米,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">米</span> <span style=""color:#666"">rice</span>",TH: 瞇,RSH,RSH2::L25
眷,dependents,,,986,,juàn,quarter + eyeball,⿱ (top-bottom),⿱龹目,"<span style=""color:#1a5276"">囧眷－目</span> <span style=""color:#666"">quarter</span><br><span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span>",,RSH RTH,RSH1::L31
眼,eyelet,,,1152,,yǎn,eye + silver,⿰ (left-right),⿰目艮,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span><br><span style=""color:#1a5276"">艮</span> <span style=""color:#666"">silver</span>",,RSH RTH RTK,RSH1::L37
着,-ing,,,536,,zhāo / zháo / zhe / zhuó,wool + eye,⿸ (top-left-wrap),⿸⺶目,"<span style=""color:#1a5276"">囧差－工</span> <span style=""color:#666"">wool</span><br><span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span>",TH: 著,RSH RTK,RSH1::L20
睁,unshut,,,2222,,zhēng,eyeball + contend,⿰ (left-right),⿰目争,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">争</span> <span style=""color:#666"">contend</span>",TH: 睜 | JP: 睜,RSH,RSH2::L30
睛,eyeball,,,1214,,jīng,eye + telescope,⿰ (left-right),⿰目青,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span><br><span style=""color:#1a5276"">青</span> <span style=""color:#666"">blue or green</span> <span style=""color:#999"">(alias: telescope)</span>",,RSH RTH,RSH1::L39
睡,sleep,,,1245,,shuì,eye + droop,⿰ (left-right),⿰目垂,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span><br><span style=""color:#1a5276"">垂</span> <span style=""color:#666"">droop</span>",,RSH RTH RTK,RSH1::L39
督,superintend,,,654,,dū,uncle + eye,⿱ (top-bottom),⿱叔目,"<span style=""color:#1a5276"">叔</span> <span style=""color:#666"">uncle</span><br><span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span>",,RSH RTH RTK,RSH1::L22
睬,notice,,,1904,,cǎi,eyeball + pick,⿰ (left-right),⿰目采,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">采</span> <span style=""color:#666"">pick</span>",,RSH RTH,RSH2::L22
睹,behold,,,2301,,dǔ,eyeball + puppet,⿰ (left-right),⿰目者,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">者</span> <span style=""color:#666"">someone</span> <span style=""color:#999"">(alias: puppet)</span>",,RSH RTH,RSH2::L33
瞄,aim,,,236,,miáo,eye / eyeball + tomato seedling,⿰ (left-right),⿰目苗,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span><br><span style=""color:#1a5276"">苗</span> <span style=""color:#666"">seedling</span> <span style=""color:#999"">(alias: tomato seedling)</span>",,RSH RTH,RSH1::L10
瞎,visionless,,,2590,,xiā,eyeball + harm,⿰ (left-right),⿰目害,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">害</span> <span style=""color:#666"">harm</span>",,RSH RTH,RSH2::L39
瞒,dissemble,,,2940,,mán,eyeball + flower + yoke,⿰ (left-right),⿰目𬜯,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">两</span> <span style=""color:#666"">dos</span> <span style=""color:#999"">(alias: yoke)</span>",TH: 瞞 | JP: 瞞,RSH,RSH2::L55
瞧,lay eyes on,,,1771,,qiáo,eyeball + roast turkey,⿰ (left-right),⿰目焦,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">焦</span> <span style=""color:#666"">apprehensive</span> <span style=""color:#999"">(alias: roast turkey)</span>",,RSH RTH,RSH2::L20
瞪,glare,,,2693,,dèng,eyeball + stepladder,⿰ (left-right),⿰目登,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">囧登</span> <span style=""color:#666"">stepladder</span>",,RSH RTH,RSH2::L43
瞬,instant,,,2915,,shùn,eyeball + vulture + crown + sunglasses,⿰ (left-right),⿰目舜,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">爪</span> <span style=""color:#666"">claw</span> <span style=""color:#999"">(alias: vulture)</span><br><span style=""color:#1a5276"">冖</span> <span style=""color:#666"">crown</span><br><span style=""color:#1a5276"">舛</span> <span style=""color:#666"">sunglasses</span>",,RSH RTH RTK,RSH2::L54
瞻,look upward,,,1648,,zhān,eyeball + snitch,⿰ (left-right),⿰目詹,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">詹</span> <span style=""color:#666"">snitch</span>",,RSH RTH,RSH2::L15
矗,stand straight,,,1511,,chù,straight,⿱ (top-bottom),⿱直⿰直直,"<span style=""color:#1a5276"">直</span> <span style=""color:#666"">straight</span>",,RSH,RSH2::L05
矛,spear,,,1004,,máo,ceremonial spear + dropdrop,⿹ (top-right-wrap),⿹予㇒,"<span style=""color:#1a5276"">予</span> <span style=""color:#666"">bestow</span> <span style=""color:#999"">(alias: ceremonial spear)</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span>",,RSH RTH RTK,RSH1::L32
矢,dart,,,1000,,shǐ,heavens + a drop of,⿱ (top-bottom),⿱𠂉大,"<span style=""color:#1a5276"">天</span> <span style=""color:#666"">heavens</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",,RSH RTH RTK,RSH1::L32
矣,crossbow,,,,,yǐ,elbow + dart,⿱ (top-bottom),⿱厶矢,"<span style=""color:#1a5276"">厶</span> <span style=""color:#666"">elbow</span><br><span style=""color:#1a5276"">矢</span> <span style=""color:#666"">dart</span>",,RSH RTH RTK,RSH2::L32 primitive
知,know,,,1002,,zhī,dart + mouth,⿰ (left-right),⿰矢口,"<span style=""color:#1a5276"">矢</span> <span style=""color:#666"">dart</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RSH1::L32
矩,square,,,2685,,jǔ,dart + giant,⿰ (left-right),⿰矢巨,"<span style=""color:#1a5276"">矢</span> <span style=""color:#666"">dart</span><br><span style=""color:#1a5276"">巨</span> <span style=""color:#666"">gigantic</span> <span style=""color:#999"">(alias: giant)</span>",,RSH RTH RTK,RSH2::L43
矫,rectify,,,2256,,jiáo / jiǎo,dart + angel,⿰ (left-right),⿰矢乔,"<span style=""color:#1a5276"">矢</span> <span style=""color:#666"">dart</span><br><span style=""color:#1a5276"">乔</span> <span style=""color:#666"">pretend</span> <span style=""color:#999"">(alias: angel)</span>",TH: 矯 | JP: 矯,RSH,RSH2::L32
