character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
位,position / rank,749,,,wèi,person + vase,⿰ (left-right),⿰亻立,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">立</span> <span style=""color:#666"">standing up</span> <span style=""color:#999"">(alias: vase)</span>",,RSH RTH RTK,RTH1::L26
低,low / lower,1332,,,dī,person + calling card,⿰ (left-right),⿰亻氐,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">氐</span> <span style=""color:#666"">calling card</span>",,RSH RTH RTK,RTH1::L48
住,dwell,748,,,zhù,person + candlestick,⿰ (left-right),⿰亻主,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">主</span> <span style=""color:#666"">lord</span> <span style=""color:#999"">(alias: candlestick)</span>",,RSH RTH RTK,RTH1::L26
佐,assistant,2000,,,zuǒ,person + left,⿰ (left-right),⿰亻左,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">左</span> <span style=""color:#666"">left</span>",,RSH RTH RTK,RTH2::L26
佑,bless / adjutant,1999,,,yòu,person + right,⿰ (left-right),⿰亻右,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">右</span> <span style=""color:#666"">right</span>",,RSH RTH RTK,RTH2::L26
佔,occupy,739,,,zhàn,person + tell fortunes,⿰ (left-right),⿰亻占,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">占</span> <span style=""color:#666"">tell fortunes</span>",SH: 占 | JP: 占,RTH,RTH1::L26
何,whatwhichwhowherewhy?,774,,,hé,person + can,⿰ (left-right),⿰亻可,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">可</span> <span style=""color:#666"">can</span>",,RSH RTH RTK,RTH1::L26
余,moi / excess / too much,1232,,,yú,umbrella + clothing conveyor + small,⿱ (top-bottom),⿱𠆢⿱一朩,"<span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">于</span> <span style=""color:#666"">Yu</span> <span style=""color:#999"">(alias: clothing conveyor)</span><br><span style=""color:#1a5276"">小</span> <span style=""color:#666"">small</span>",,RSH RTH RTK,RTH1::L42 primitive
佛,Buddha,946,,,Fó / fú,person + dollar sign,⿰ (left-right),⿰亻弗,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">弗</span> <span style=""color:#666"">dollar sign</span>",JP: 仏,RSH RTH,RTH1::L32
作,do / make,868,,,zuò,person + saw,⿰ (left-right),⿰亻乍,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">乍</span> <span style=""color:#666"">for the first time</span> <span style=""color:#999"">(alias: saw)</span>",,RSH RTH RTK,RTH1::L30
你,you,741,,,nǐ,person + hiccup,⿰ (left-right),⿰亻尔,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">尔</span> <span style=""color:#666"">you (literary)</span> <span style=""color:#999"">(alias: hiccup)</span>",,RSH RTH,RTH1::L26
佩,wear at the waist,2013,,,pèi,person + wind + ceiling + towel,⿰ (left-right),⿰亻𫥞,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">几</span> <span style=""color:#666"">how many?</span> <span style=""color:#999"">(alias: wind)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: ceiling)</span><br><span style=""color:#1a5276"">巾</span> <span style=""color:#666"">towel</span>",,RSH RTH,RTH2::L26
佳,superb / excellent,2005,,,jiā,person + bricks,⿰ (left-right),⿰亻圭,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">圭</span> <span style=""color:#666"">bricks</span>",,RSH RTH RTK,RTH2::L26
併,combine / join,798,,,bìng,person + puzzle,⿰ (left-right),⿰亻并,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">并</span> <span style=""color:#666"">combine</span> <span style=""color:#999"">(alias: puzzle)</span>",SH: 并,RTH RTK,RTH1::L27 primitive
使,use,777,,,shǐ,person + 100 Chinese inches + mouth,⿰ (left-right),⿰亻吏,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">丈</span> <span style=""color:#666"">100 Chinese inches</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RTH1::L26
侄,nephew,2026,,,zhí,person + until,⿰ (left-right),⿰亻至,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">至</span> <span style=""color:#666"">until</span>",,RSH RTH,RTH2::L26
來,come,789,,,lái,tree + assembly line,⿻ (overlaid),⿻木从,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">从</span> <span style=""color:#666"">follow</span> <span style=""color:#999"">(alias: assembly line)</span>",SH: 来 | JP: 来,RTH,RTH1::L26
例,example,756,,,lì,person + line up,⿰ (left-right),⿰亻列,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">列</span> <span style=""color:#666"">line up</span>",,RSH RTH RTK,RTH1::L26
侍,serve / waiter,2006,,,shì,person + Buddhist temple,⿰ (left-right),⿰亻寺,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">寺</span> <span style=""color:#666"">Buddhist temple</span>",,RSH RTH RTK,RTH2::L26
供,supply / submit,1307,,,gōng / gòng,person + together,⿰ (left-right),⿰亻共,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">共</span> <span style=""color:#666"">together</span>",,RSH RTH RTK,RTH1::L46
依,depend on / reliant,755,,,yī,person + clothing,⿰ (left-right),⿰亻衣,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak, scarf, bandana, top hat and scarf)</span>",,RSH RTH RTK,RTH1::L26
侮,insult / scorn,2018,,,wǔ,person + every,⿰ (left-right),⿰亻每,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">每</span> <span style=""color:#666"">every</span>",,RSH RTH RTK,RTH2::L26
侯,marquis,1216,,,hóu,person + key + dart,⿰ (left-right),⿰亻⿱{14}矢,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">囧侯－亻－矢</span> <span style=""color:#666"">key</span><br><span style=""color:#1a5276"">矢</span> <span style=""color:#666"">dart</span>",,RSH RTH RTK,RTH1::L41
侵,invade / encroach,2185,,,qīn,person + dunce,⿰ (left-right),⿰亻𠬶,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">囧浸－氵</span> <span style=""color:#666"">dunce</span>",,RSH RTH RTK,RTH2::L31
侶,associate / partner,801,,,lǚ,person + spine,⿰ (left-right),⿰亻呂,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">呂</span> <span style=""color:#666"">spine</span>",SH: 侣,RTH RTK,RTH1::L27
便,convenient / convenience,775,,,biàn / pián,person + even more,⿰ (left-right),⿰亻更,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">更</span> <span style=""color:#666"">even more</span>",,RSH RTH RTK,RTH1::L26
係,relate to / person in charge,1040,,,xì,person + lineage,⿰ (left-right),⿰亻系,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">系</span> <span style=""color:#666"">lineage</span>",SH: 系,RTH RTK,RTH1::L35
促,urge / stimulate,2259,,,cù,person + lower leg,⿰ (left-right),⿰亻足,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">足</span> <span style=""color:#666"">lower leg</span> <span style=""color:#999"">(alias: wooden leg)</span>",,RSH RTH RTK,RTH2::L33
俄,Russia / abrupt,2024,,,é,person + miser,⿰ (left-right),⿰亻我,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">囧我</span> <span style=""color:#666"">miser</span>",,RSH RTH RTK,RTH2::L26
俊,pretty / handsome / sagacious,2405,,,zùn / jùn,person + streetwalker,⿰ (left-right),⿰亻夋,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">夋</span> <span style=""color:#666"">streetwalker</span>",,RSH RTH RTK,RTH2::L37
俏,comely,2002,,,qiào,person + candle,⿰ (left-right),⿰亻肖,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">肖</span> <span style=""color:#666"">resemble</span> <span style=""color:#999"">(alias: candle)</span>",,RSH RTH,RTH2::L26
俗,custom / vulgar,2028,,,sú,person + valley,⿰ (left-right),⿰亻谷,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">谷</span> <span style=""color:#666"">valley</span>",,RSH RTH RTK,RTH2::L26
俘,captive,2364,,,fú,person + fledglings,⿰ (left-right),⿰亻孚,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">孚</span> <span style=""color:#666"">fledglings</span>",,RSH RTH,RTH2::L36
保,safeguard / protect,764,,,Bǎo / bǎo,person + dim-witted,⿰ (left-right),⿰亻呆,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">呆</span> <span style=""color:#666"">dim-witted</span>",,RSH RTH RTK,RTH1::L26
俠,chivalrous person,2044,,,xiá,person + press from both sides,⿰ (left-right),⿰亻夾,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">夾</span> <span style=""color:#666"">press from both sides</span>",SH: 侠 | JP: 侠,RTH,RTH2::L26
信,faith,754,,,xìn,person + words,⿰ (left-right),⿰亻言,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">言</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span>",,RSH RTH RTK,RTH1::L26
修,repair / discipline,1269,,,xiū,person + walking stick + walking legs + rooster tail,⿲ (left-mid-right),⿲亻丨⿱夂彡,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">夂</span> <span style=""color:#666"">walking legs</span><br><span style=""color:#1a5276"">彡</span> <span style=""color:#666"">rooster tail</span>",,RSH RTH RTK,RTH1::L44
俯,bow one's head,768,,,fǔ,person + government office,⿰ (left-right),⿰亻府,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">府</span> <span style=""color:#666"">government office</span>",,RSH RTH,RTH1::L26
俱,altogether,1997,,,jù,person + tool,⿰ (left-right),⿰亻具,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">囧具－目</span> <span style=""color:#666"">tool</span>",JP: 倶,RSH RTH,RTH2::L26
俺,we (exclusive) / myself,2032,,,ǎn,person + hang glider,⿰ (left-right),⿰亻奄,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">奄</span> <span style=""color:#666"">hang glider</span>",,RSH RTH RTK,RTH2::L26
倆,duo,1451,,,liǎ,person + yoke,⿰ (left-right),⿰亻兩,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">兩</span> <span style=""color:#666"">dos</span> <span style=""color:#999"">(alias: yoke)</span>",SH: 俩,RTH,RTH1::L55
倉,storehouse / godown,1209,,,cāng,umbrella + eyedropper + flag + floor + mouth,⿱ (top-bottom),⿱⿵𠆢丶⿸{95}口,"<span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">尸</span> <span style=""color:#666"">corpse</span> <span style=""color:#999"">(alias: flag)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",SH: 仓,RTH RTK,RTH1::L41
個,individual,757,,,gè,person + solid,⿰ (left-right),⿰亻固,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">固</span> <span style=""color:#666"">solid</span>",SH: 个,RTH RTK,RTH1::L26
倍,times / double,2019,,,bèi,person + muzzle,⿰ (left-right),⿰亻咅,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">咅</span> <span style=""color:#666"">muzzle</span>",,RSH RTH RTK,RTH2::L26
們,(plural),1202,,,men,person + gate,⿰ (left-right),⿰亻門,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">門</span> <span style=""color:#666"">gate</span>",SH: 们,RTH,RTH1::L41
倒,upside down / overthrow,760,,,dǎo / dào,person + arrive,⿰ (left-right),⿰亻到,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">到</span> <span style=""color:#666"">arrive</span>",,RSH RTH RTK,RTH1::L26
倘,if,2003,,,tǎng,person + esteem,⿰ (left-right),⿰亻尚,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">尚</span> <span style=""color:#666"">esteem</span>",,RSH RTH,RTH2::L26
候,wait / climate,1217,,,hòu,marquis + walking stick,⿲ (left-mid-right),⿲亻丨⿱{14}矢,"<span style=""color:#1a5276"">侯</span> <span style=""color:#666"">marquis</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",,RSH RTH RTK,RTH1::L41
倚,count on,2004,,,yǐ,person + strange,⿰ (left-right),⿰亻奇,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">奇</span> <span style=""color:#666"">strange</span>",,RSH RTH,RTH2::L26
借,borrow,898,,,jiè,person + times past,⿰ (left-right),⿰亻昔,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">昔</span> <span style=""color:#666"">times past</span>",,RSH RTH RTK,RTH1::L31
倡,start,1992,,,chàng,person + prosperous,⿰ (left-right),⿰亻昌,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">昌</span> <span style=""color:#666"">prosperous</span>",,RSH RTH,RTH2::L26
倦,worn out / fed up,2383,,,juàn,person + exam paper,⿰ (left-right),⿰亻卷,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">卷</span> <span style=""color:#666"">exam paper</span>",,RSH RTH RTK,RTH2::L36
倫,human relationships / ethics,2721,,,lún,person + umbrella + floor + glass cover + floor + walking stick + walking stick,⿰ (left-right),⿰亻侖,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",SH: 伦,RTH RTK,RTH2::L47
