character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,simplified,simplified_reading,simplified_decomposition,simplified_components,japanese,japanese_decomposition,japanese_components,deck,tags
總,general,1476,,,zǒng,floss + GPS + heart,⿰ (left-right),⿰糹悤,"<span style=""color:#1a5276"">糹</span> <span style=""color:#666"">floss</span><br><span style=""color:#1a5276"">囱</span> <span style=""color:#666"">GPS</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",总,zǒng,animal horns + mouth + heart,"<span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",総,floss + public + heart,"<span style=""color:#1a5276"">糹</span> <span style=""color:#666"">floss</span><br><span style=""color:#1a5276"">公</span> <span style=""color:#666"">public</span><br><span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind, valentine)</span>",RTH,RTH1::L55
詹,verbose,1477,,,zhān,bound up + animal legs + cliff + words,⿸ (top-left-wrap),⿸厃⿱八言,"<span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">囧只－口</span> <span style=""color:#666"">animal legs</span><br><span style=""color:#1a5276"">厂</span> <span style=""color:#666"">factory</span> <span style=""color:#999"">(alias: cliff)</span><br><span style=""color:#1a5276"">言</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span>",,,,,,,,RTH RSH,RSH2::L15 RTH1::L55 RTH2::L55 primitive
擔,assume,1478,,,dān / dàn,fingers + snitch,⿰ (left-right),⿰扌詹,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">詹</span> <span style=""color:#666"">snitch</span>",担,dān / dàn,fingers + daybreak,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">旦</span> <span style=""color:#666"">daybreak</span>",,,,RTH,RTH1::L55
數,number,1479,,,shù / shǔ / shuò,mouth + floor + mouth + walking stick + woman + taskmaster,⿰ (left-right),⿰婁攵,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">攵</span> <span style=""color:#666"">taskmaster</span>",数,shù / shǔ / shuò,bride + taskmaster,"<span style=""color:#1a5276"">娄</span> <span style=""color:#666"">bride</span><br><span style=""color:#1a5276"">攵</span> <span style=""color:#666"">taskmaster</span>",,,,RTH,RTH1::L55
樓,multistory building,1480,,,lóu,tree + mouth + floor + mouth + walking stick + woman,⿰ (left-right),⿰木婁,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",楼,lóu,tree + bride,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">娄</span> <span style=""color:#666"">bride</span>",,,,RTH,RTH1::L55
獨,alone,1481,,,dú,chihuahua + net + bound up + insect,⿰ (left-right),⿰犭蜀,"<span style=""color:#1a5276"">犭</span> <span style=""color:#666"">pooch</span> <span style=""color:#999"">(alias: chihuahua)</span><br><span style=""color:#1a5276"">罒</span> <span style=""color:#666"">net</span><br><span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span>",独,dú,pack of wild dogs + insect,"<span style=""color:#1a5276"">犬</span> <span style=""color:#666"">pooch</span> <span style=""color:#999"">(alias: pack of wild dogs)</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span>",,,,RTH,RTH1::L55
屬,belong to,1482,,,shǔ / zhǔ,flag + ice + 亅 + {24} + net + bound up + insect,⿸ (top-left-wrap),⿸尸⿱氺蜀,"<span style=""color:#1a5276"">尸</span> <span style=""color:#666"">corpse</span> <span style=""color:#999"">(alias: flag)</span><br><span style=""color:#1a5276"">冫</span> <span style=""color:#666"">ice</span><br><span style=""color:#1a5276"">罒</span> <span style=""color:#666"">net</span><br><span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span>",属,shǔ / zhǔ,flag + eyedropper + belt + insect,"<span style=""color:#1a5276"">尸</span> <span style=""color:#666"">corpse</span> <span style=""color:#999"">(alias: flag)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">囧冂</span> <span style=""color:#666"">belt</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span>",,,,RTH,RTH1::L55
爛,spoiled,1483,,,làn,flames + gate + tree + pent in + animal horns,⿰ (left-right),⿰火闌,"<span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">門</span> <span style=""color:#666"">gate</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span>",烂,làn,fire + orchid,"<span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames, fireplace, cooking fire)</span><br><span style=""color:#1a5276"">兰</span> <span style=""color:#666"">orchid</span>",,,,RTH,RTH1::L55
蘭,orchid,1484,,2363,Lán / lán,flower + gate + tree + pent in + animal horns,⿱ (top-bottom),⿱艹闌,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">門</span> <span style=""color:#666"">gate</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span>",兰,Lán / lán,sheep,"<span style=""color:#1a5276"">羊</span> <span style=""color:#666"">sheep</span>",,,,RTH RTK,RTH1::L55 RTK3v2::CH02
從,follow,1485,,,cóng / cōng / zòng,queue + assembly line + person + magic wand,⿰ (left-right),⿰彳⿱从龰,"<span style=""color:#1a5276"">彳</span> <span style=""color:#666"">line of business</span> <span style=""color:#999"">(alias: queue)</span><br><span style=""color:#1a5276"">从</span> <span style=""color:#666"">follow</span> <span style=""color:#999"">(alias: assembly line)</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">⺊</span> <span style=""color:#666"">divination</span> <span style=""color:#999"">(alias: magic wand)</span>",从,cóng / cōng / zòng,person,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span>",従,queue + animal horns + person + magic wand,"<span style=""color:#1a5276"">彳</span> <span style=""color:#666"">line of business</span> <span style=""color:#999"">(alias: queue)</span><br><span style=""color:#1a5276"">䒑</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">⺊</span> <span style=""color:#666"">divination</span> <span style=""color:#999"">(alias: magic wand)</span>",RTH,RTH1::L55 primitive
縱,vertical,1486,,,zòng,floss + assembly line,⿰ (left-right),⿰糹從,"<span style=""color:#1a5276"">糹</span> <span style=""color:#666"">floss</span><br><span style=""color:#1a5276"">從</span> <span style=""color:#666"">follow</span> <span style=""color:#999"">(alias: assembly line)</span>",纵,zòng,thread + assembly line,"<span style=""color:#1a5276"">纟</span> <span style=""color:#666"">thread</span><br><span style=""color:#1a5276"">从</span> <span style=""color:#666"">follow</span> <span style=""color:#999"">(alias: assembly line)</span>",縦,floss + assembly line,"<span style=""color:#1a5276"">糹</span> <span style=""color:#666"">floss</span><br><span style=""color:#1a5276"">従</span> <span style=""color:#666"">follow</span> <span style=""color:#999"">(alias: assembly line)</span>",RTH,RTH1::L55
齊,identical,1487,,,qí,{26} + drop + two + walking stick,⿱ (top-bottom),⿱{26}⿲丿二丨,"<span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",齐,qí,Highlander + crutches,"<span style=""color:#1a5276"">文</span> <span style=""color:#666"">literature</span> <span style=""color:#999"">(alias: Highlander)</span><br><span style=""color:#1a5276"">囧介－𠆢</span> <span style=""color:#666"">crutches</span>",斉,identical + two,"<span style=""color:#1a5276"">齐</span> <span style=""color:#666"">identical</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span>",RTH,RTH1::L55
濟,relieve,1488,,,jì,water + identical,⿰ (left-right),⿰氵齊,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">齊</span> <span style=""color:#666"">identical</span>",济,jì,water + identical,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">齐</span> <span style=""color:#666"">identical</span>",済,water + identical,"<span style=""color:#1a5276"">氵</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">斉</span> <span style=""color:#666"">identical</span>",RTH,RTH1::L55
丑,clown,1489,1486,2040,chǒu,needle + key,⿻ (overlaid),⿻{42}丨,"<span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span><br><span style=""color:#1a5276"">囧侯－亻－矢</span> <span style=""color:#666"">key</span>",,,,,,,,RSH RTH RTK,RSH1::L55 RTH1::L55 RTK1v5::L56
扭,twist,1490,1487,,niǔ,fingers + clown,⿰ (left-right),⿰扌丑,"<span style=""color:#1a5276"">扌</span> <span style=""color:#666"">fingers</span><br><span style=""color:#1a5276"">丑</span> <span style=""color:#666"">clown</span>",,,,,,,,RSH RTH,RSH1::L55 RTH1::L55
卑,lowly,1491,1496,1511,bēi,a drop of + brains + needle,⿱ (top-bottom),⿱⿱㇒⿻日丿十,"<span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">田</span> <span style=""color:#666"">rice field</span> <span style=""color:#999"">(alias: brains)</span><br><span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span>",,,,,,,,RSH RTH RTK,RSH1::L55 RTH1::L55 RTK1v5::L39
牌,brand,1492,1497,2873,pái,slice + lowly,⿰ (left-right),⿰片卑,"<span style=""color:#1a5276"">片</span> <span style=""color:#666"">slice</span><br><span style=""color:#1a5276"">卑</span> <span style=""color:#666"">lowly</span>",,,,,,,,RSH RTH RTK,RSH1::L55 RTH1::L55 RTK3v2::CH03
號,appellation,1493,,,háo / hào,appellation + tiger,⿰ (left-right),⿰号虎,"<span style=""color:#1a5276"">号</span> <span style=""color:#666"">appellation</span><br><span style=""color:#1a5276"">虎</span> <span style=""color:#666"">tiger</span>",号,háo / hào,mouth + snare,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">丂</span> <span style=""color:#666"">snare</span>",,,,RTH,RTH1::L55
怪,peculiar,1494,641,716,guài,state of mind + holy,⿰ (left-right),⿰忄圣,"<span style=""color:#1a5276"">心</span> <span style=""color:#666"">heart</span> <span style=""color:#999"">(alias: state of mind)</span><br><span style=""color:#1a5276"">圣</span> <span style=""color:#666"">holy</span>",,,,,,,,RSH RTH RTK,RSH1::L22 RTH1::L55 RTK1v5::L23
赤,crimson,1495,1490,1743,chì,soil + saber + animal legs,⿱ (top-bottom),⿱土⿻⿰丿亅八,"<span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground, dirt, land)</span><br><span style=""color:#1a5276"">刀</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: saber)</span><br><span style=""color:#1a5276"">囧只－口</span> <span style=""color:#666"">animal legs</span>",,,,,,,,RSH RTH RTK,RSH1::L55 RTH1::L55 RTK1v5::L45
亦,likewise,1496,1491,,yì,top hat + animal legs + saber,⿱ (top-bottom),⿱亠⿻⿰丿亅八,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">囧只－口</span> <span style=""color:#666"">animal legs</span><br><span style=""color:#1a5276"">刀</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: saber)</span>",,,,,,,,RSH RTH,RSH1::L55 RTH1::L55 primitive
極,extreme,1497,,1903,jí,tree + -ed + sigh + floor,⿰ (left-right),⿰木亟,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">了</span> <span style=""color:#666"">-ed</span><br><span style=""color:#1a5276"">叹</span> <span style=""color:#666"">sigh</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span>",极,jí,tree + outstretched hands,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">及</span> <span style=""color:#666"">catch up with</span> <span style=""color:#999"">(alias: outstretched hands)</span>",,,,RTH RTK,RTH1::L55 RTK1v5::L51
雜,miscellaneous,1498,,,zá,top hat + assembly line + tree + turkey,⿰ (left-right),⿰𰗣隹,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">从</span> <span style=""color:#666"">follow</span> <span style=""color:#999"">(alias: assembly line)</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">隹</span> <span style=""color:#666"">turkey</span>",杂,zá,baseball + pole,"<span style=""color:#1a5276"">九</span> <span style=""color:#666"">nine</span> <span style=""color:#999"">(alias: baseball)</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: pole)</span>",雑,miscellaneous + turkey,"<span style=""color:#1a5276"">杂</span> <span style=""color:#666"">miscellaneous</span><br><span style=""color:#1a5276"">隹</span> <span style=""color:#666"">turkey</span>",RTH,RTH1::L55
曰,sayeth,1499,1499,578,yuē,pent in + one,,曰,"<span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor, ceiling)</span>",,,,,,,,RSH RTH RTK,RSH1::L55 RTH1::L55 RTK1v5::L22
亂,chaos,1500,,,luàn,vulture + beret + eyedropper + glass cover + elbow + right hand + hook,⿰ (left-right),⿰𤔔乚,"<span style=""color:#1a5276"">爫</span> <span style=""color:#666"">claw</span> <span style=""color:#999"">(alias: vulture)</span><br><span style=""color:#1a5276"">乛</span> <span style=""color:#666"">beret</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">厶</span> <span style=""color:#666"">elbow</span><br><span style=""color:#1a5276"">又</span> <span style=""color:#666"">again</span> <span style=""color:#999"">(alias: right hand)</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span>",乱,luàn,tongue + fishhook,"<span style=""color:#1a5276"">舌</span> <span style=""color:#666"">tongue</span><br><span style=""color:#1a5276"">乙</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: fishhook)</span>",,,,RTH,RTH1::L55
叭,trumpet,1501,1501,,bā,eight + mouth,⿰ (left-right),⿰口八,"<span style=""color:#1a5276"">八</span> <span style=""color:#666"">eight</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,,,,,,,RSH RTH,RSH2::L01 RTH2::L01
咕,mutter,1502,1502,,gū,ancient + mouth,⿰ (left-right),⿰口古,"<span style=""color:#1a5276"">古</span> <span style=""color:#666"">ancient</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,,,,,,,RSH RTH,RSH2::L02 RTH2::L02
咱,we (inclusive),1503,1504,,zá / zán,mouth + nostrils,⿰ (left-right),⿰口自,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">自</span> <span style=""color:#666"">oneself</span> <span style=""color:#999"">(alias: nostrils)</span>",,,,,,,,RSH RTH,RSH2::L03 RTH2::L03
串,string together,1504,1506,603,chuàn,spine + walking stick,⿻ (overlaid),⿻吕丨,"<span style=""color:#1a5276"">吕</span> <span style=""color:#666"">spine</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",,,,,,,,RSH RTH RTK,RSH2::L03 RTH2::L03 RTK1v5::L22 primitive
罩,overspread,1505,1508,,zhào,net + eminent,⿱ (top-bottom),⿱罒卓,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: net)</span><br><span style=""color:#1a5276"">卓</span> <span style=""color:#666"">eminent</span>",,,,,,,,RSH RTH,RSH2::L03 RTH2::L03
囂,hubbub,1506,,,xiāo,windup teeth + head + windup teeth,⿳ (top-mid-bottom),⿳吅頁吅,"<span style=""color:#1a5276"">吅</span> <span style=""color:#666"">chatterbox</span> <span style=""color:#999"">(alias: windup teeth)</span><br><span style=""color:#1a5276"">頁</span> <span style=""color:#666"">page</span> <span style=""color:#999"">(alias: head)</span>",嚣,xiāo,mouth + head,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">页</span> <span style=""color:#666"">page</span> <span style=""color:#999"">(alias: head)</span>",,,,RTH,RTH2::L04
顛,invert,1507,,2789,diān,true + head,⿰ (left-right),⿰真頁,"<span style=""color:#1a5276"">真</span> <span style=""color:#666"">true</span><br><span style=""color:#1a5276"">頁</span> <span style=""color:#666"">page</span> <span style=""color:#999"">(alias: head)</span>",颠,diān,true + head,"<span style=""color:#1a5276"">真</span> <span style=""color:#666"">true</span><br><span style=""color:#1a5276"">页</span> <span style=""color:#666"">page</span> <span style=""color:#999"">(alias: head)</span>",,,,RTH RTK,RTH2::L05 RTK3v2::CH02
叨,talkative,1508,1514,,dāo / tāo,mouth + dagger,⿰ (left-right),⿰口刀,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">刀</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: dagger)</span>",,,,,,,,RSH RTH,RSH2::L05 RTH2::L05
刮,scrape,1509,1515,,guā,tongue + saber,⿰ (left-right),⿰舌刂,"<span style=""color:#1a5276"">舌</span> <span style=""color:#666"">tongue</span><br><span style=""color:#1a5276"">刀</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: saber)</span>",,,,,,,,RSH RTH,RSH2::L05 RTH2::L05
盯,stare at,1510,1516,,dīng,eyeball + spike,⿰ (left-right),⿰目丁,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball)</span><br><span style=""color:#1a5276"">丁</span> <span style=""color:#666"">fourth</span> <span style=""color:#999"">(alias: spike)</span>",,,,,,,,RSH RTH,RSH2::L05 RTH2::L05
呵,rebuke,1511,1517,,ā / hē,mouth + can,⿰ (left-right),⿰口可,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">可</span> <span style=""color:#666"">can</span>",,,,,,,,RSH RTH,RSH2::L05 RTH2::L05
姦,adultery,1512,,2194,jiān,woman + woman + woman,⿱ (top-bottom),⿱女奻,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",奸,jiān,woman + clothesline,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">干</span> <span style=""color:#666"">dry</span> <span style=""color:#999"">(alias: clothesline)</span>",,,,RTH RTK,RTH2::L06 RTK3v2::CH02
嬰,baby,1513,,2193,yīng,shellfish + shellfish + woman,⿱ (top-bottom),⿱賏女,"<span style=""color:#1a5276"">貝</span> <span style=""color:#666"">shellfish</span> <span style=""color:#999"">(alias: shells, oyster, clam)</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",婴,yīng,oyster + woman,"<span style=""color:#1a5276"">贝</span> <span style=""color:#666"">shellfish</span> <span style=""color:#999"">(alias: oyster)</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",,,,RTH RTK,RTH2::L06 RTK3v2::CH02
姑,father's sister,1514,1518,2205,gū,woman + ancient,⿰ (left-right),⿰女古,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">古</span> <span style=""color:#666"">ancient</span>",,,,,,,,RSH RTH RTK,RSH2::L06 RTH2::L06 RTK3v2::CH02
姆,nanny,1515,1520,,mǔ,woman + mother,⿰ (left-right),⿰女母,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">母</span> <span style=""color:#666"">mother</span> <span style=""color:#999"">(alias: breasts)</span>",,,,,,,,RSH RTH,RSH2::L06 RTH2::L06
兢,cautious,1516,1521,,jīng,overcome,⿰ (left-right),⿰克克,"<span style=""color:#1a5276"">克</span> <span style=""color:#666"">overcome</span>",,,,,,,,RSH RTH,RSH2::L06 RTH2::L06
碩,big,1517,,2593,shuò,stone + head,⿰ (left-right),⿰石頁,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span> <span style=""color:#999"">(alias: pebbles, rocks)</span><br><span style=""color:#1a5276"">頁</span> <span style=""color:#666"">page</span> <span style=""color:#999"">(alias: head)</span>",硕,shuò,stone + head,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span> <span style=""color:#999"">(alias: pebbles, rocks)</span><br><span style=""color:#1a5276"">页</span> <span style=""color:#666"">page</span> <span style=""color:#999"">(alias: head)</span>",,,,RTH RTK,RTH2::L07 RTK3v2::CH02
砌,lay brick,1518,1527,,qì,stone + cut,⿰ (left-right),⿰石切,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span> <span style=""color:#999"">(alias: pebbles, rocks)</span><br><span style=""color:#1a5276"">切</span> <span style=""color:#666"">cut</span>",,,,,,,,RSH RTH,RSH2::L07 RTH2::L07
