character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
伺,attend to / pay respects,,,1864,cì / sì,person + take charge of,⿰ (left-right),⿰亻司,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">司</span> <span style=""color:#666"">take charge of</span>",,RSH RTH RTK,RTK1v5::L50
似,similar,,,1029,sì,person + by means of,⿰ (left-right),⿰亻以,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">以</span> <span style=""color:#666"">by means of</span>",,RSH RTH RTK,RTK1v5::L28
伽,look after,,,2115,,person + add,⿰ (left-right),⿰亻加,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">加</span> <span style=""color:#666"">add</span>",,RTK,RTK3v2::CH02
佃,work a field,,,2111,,person + rice field,⿰ (left-right),⿰亻田,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">田</span> <span style=""color:#666"">rice field</span> <span style=""color:#999"">(alias: brains)</span>",,RTK,RTK3v2::CH02
但,however,,,953,dàn,person + daybreak,⿰ (left-right),⿰亻旦,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">旦</span> <span style=""color:#666"">daybreak</span>",,RSH RTH RTK,RTK1v5::L27
位,position / rank,,,955,wèi,person + vase,⿰ (left-right),⿰亻立,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">立</span> <span style=""color:#666"">standing up</span> <span style=""color:#999"">(alias: vase)</span>",,RSH RTH RTK,RTK1v5::L27
低,low / lower,,,1831,dī,person + calling card,⿰ (left-right),⿰亻氐,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">氐</span> <span style=""color:#666"">calling card</span>",,RSH RTH RTK,RTK1v5::L49
住,dwell,,,954,zhù,person + candlestick,⿰ (left-right),⿰亻主,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">主</span> <span style=""color:#666"">lord</span> <span style=""color:#999"">(alias: candlestick)</span>",,RSH RTH RTK,RTK1v5::L27
佐,assistant,,,952,zuǒ,person + left,⿰ (left-right),⿰亻左,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">左</span> <span style=""color:#666"">left</span>",,RSH RTH RTK,RTK1v5::L27
佑,bless / adjutant,,,2126,yòu,person + right,⿰ (left-right),⿰亻右,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">右</span> <span style=""color:#666"">right</span>",,RSH RTH RTK,RTK3v2::CH02
体,body,,,957,tǐ,person + notebook,⿰ (left-right),⿰亻本,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">本</span> <span style=""color:#666"">notebook</span>",TH: 體,RSH RTK,RTK1v5::L27
何,whatwhichwhowherewhy?,,,1012,hé,person + can,⿰ (left-right),⿰亻可,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">可</span> <span style=""color:#666"">can</span>",,RSH RTH RTK,RTK1v5::L27
余,moi / excess / too much,,,1657,yú,umbrella + clothing conveyor + small,⿱ (top-bottom),⿱𠆢⿱一朩,"<span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">于</span> <span style=""color:#666"">Yu</span> <span style=""color:#999"">(alias: clothing conveyor)</span><br><span style=""color:#1a5276"">小</span> <span style=""color:#666"">small</span>",,RSH RTH RTK,RTK1v5::L43 primitive
作,do / make,,,1142,zuò,person + saw,⿰ (left-right),⿰亻乍,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">乍</span> <span style=""color:#666"">for the first time</span> <span style=""color:#999"">(alias: saw)</span>",,RSH RTH RTK,RTK1v5::L31
佳,superb / excellent,,,970,jiā,person + bricks,⿰ (left-right),⿰亻圭,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">圭</span> <span style=""color:#666"">bricks</span>",,RSH RTH RTK,RTK1v5::L27
併,combine / join,,,1030,bìng,person + puzzle,⿰ (left-right),⿰亻并,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">并</span> <span style=""color:#666"">combine</span> <span style=""color:#999"">(alias: puzzle)</span>",SH: 并,RTH RTK,RTK1v5::L28 primitive
佼,comely,,,2109,,person + mingle,⿰ (left-right),⿰亻交,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">交</span> <span style=""color:#666"">mingle</span>",,RTK,RTK3v2::CH02
使,use,,,990,shǐ,person + 100 Chinese inches + mouth,⿰ (left-right),⿰亻吏,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">丈</span> <span style=""color:#666"">100 Chinese inches</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RTK1v5::L27
侃,integrity,,,2123,,person + mouth + drop + walking stick + hook,⿰ (left-right),⿰亻⿱口𫶧,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span>",,RTK,RTK3v2::CH02
例,example,,,972,lì,person + line up,⿰ (left-right),⿰亻列,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">列</span> <span style=""color:#666"">line up</span>",,RSH RTH RTK,RTK1v5::L27
侍,serve / waiter,,,976,shì,person + Buddhist temple,⿰ (left-right),⿰亻寺,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">寺</span> <span style=""color:#666"">Buddhist temple</span>",,RSH RTH RTK,RTK1v5::L27
侑,condone,,,3002,,person + possess,⿰ (left-right),⿰亻有,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">有</span> <span style=""color:#666"">possess</span>",,RTK,RTK3v2::CH14
供,supply / submit,,,1796,gōng / gòng,person + together,⿰ (left-right),⿰亻共,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">共</span> <span style=""color:#666"">together</span>",,RSH RTH RTK,RTK1v5::L47
依,depend on / reliant,,,971,yī,person + clothing,⿰ (left-right),⿰亻衣,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak, scarf, bandana, top hat and scarf)</span>",,RSH RTH RTK,RTK1v5::L27
侠,chivalrous person / chivalry,,,2107,xiá,person + press from both sides,⿰ (left-right),⿰亻夹,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">夹</span> <span style=""color:#666"">press from both sides</span>",TH: 俠,RSH RTK,RTK3v2::CH02
価,value,,,1603,,person + Old West,⿰ (left-right),⿰亻覀,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">覀</span> <span style=""color:#666"">west</span> <span style=""color:#999"">(alias: Old West)</span>",TH: 價 | SH: 价,RTK,RTK1v5::L41
侭,as is,,,2125,,person + exhausted,⿰ (left-right),⿰亻尽,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">尽</span> <span style=""color:#666"">exhausted</span>",TH: 儘 | SH: 尽,RTK,RTK3v2::CH02
侮,insult / scorn,,,989,wǔ,person + every,⿰ (left-right),⿰亻每,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">每</span> <span style=""color:#666"">every</span>",,RSH RTH RTK,RTK1v5::L27
侯,marquis,,,1639,hóu,person + key + dart,⿰ (left-right),⿰亻⿱{14}矢,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">囧侯－亻－矢</span> <span style=""color:#666"">key</span><br><span style=""color:#1a5276"">矢</span> <span style=""color:#666"">dart</span>",,RSH RTH RTK,RTK1v5::L42
侵,invade / encroach,,,1148,qīn,person + dunce,⿰ (left-right),⿰亻𠬶,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">囧浸－氵</span> <span style=""color:#666"">dunce</span>",,RSH RTH RTK,RTK1v5::L31
侶,associate / partner,,,2121,lǚ,person + spine,⿰ (left-right),⿰亻呂,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">呂</span> <span style=""color:#666"">spine</span>",SH: 侣,RTH RTK,RTK3v2::CH02
便,convenient / convenience,,,991,biàn / pián,person + even more,⿰ (left-right),⿰亻更,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">更</span> <span style=""color:#666"">even more</span>",,RSH RTH RTK,RTK1v5::L27
係,relate to / person in charge,,,1392,xì,person + lineage,⿰ (left-right),⿰亻系,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">系</span> <span style=""color:#666"">lineage</span>",SH: 系,RTH RTK,RTK1v5::L36
促,urge / stimulate,,,1280,cù,person + lower leg,⿰ (left-right),⿰亻足,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">足</span> <span style=""color:#666"">lower leg</span> <span style=""color:#999"">(alias: wooden leg)</span>",,RSH RTH RTK,RTK1v5::L34
俄,Russia / abrupt,,,2110,é,person + miser,⿰ (left-right),⿰亻我,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">囧我</span> <span style=""color:#666"">miser</span>",,RSH RTH RTK,RTK3v2::CH02
俊,pretty / handsome / sagacious,,,1014,zùn / jùn,person + streetwalker,⿰ (left-right),⿰亻夋,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">夋</span> <span style=""color:#666"">streetwalker</span>",,RSH RTH RTK,RTK1v5::L27
俗,custom / vulgar,,,968,sú,person + valley,⿰ (left-right),⿰亻谷,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">谷</span> <span style=""color:#666"">valley</span>",,RSH RTH RTK,RTK1v5::L27
保,safeguard / protect,,,997,Bǎo / bǎo,person + dim-witted,⿰ (left-right),⿰亻呆,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">呆</span> <span style=""color:#666"">dim-witted</span>",,RSH RTH RTK,RTK1v5::L27
信,faith,,,969,xìn,person + words,⿰ (left-right),⿰亻言,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">言</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span>",,RSH RTH RTK,RTK1v5::L27
俣,fork in a road,,,2127,,person + Heaven in your Mouth,⿰ (left-right),⿰亻吴,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">吴</span> <span style=""color:#666"">Wu</span> <span style=""color:#999"">(alias: Heaven in your Mouth)</span>",TH: 俁,RTK,RTK3v2::CH02
修,repair / discipline,,,1722,xiū,person + walking stick + walking legs + rooster tail,⿲ (left-mid-right),⿲亻丨⿱夂彡,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">夂</span> <span style=""color:#666"">walking legs</span><br><span style=""color:#1a5276"">彡</span> <span style=""color:#666"">rooster tail</span>",,RSH RTH RTK,RTK1v5::L45
俳,haiku,,,1633,,person + jail cell,⿰ (left-right),⿰亻非,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">非</span> <span style=""color:#666"">non-</span> <span style=""color:#999"">(alias: jail cell)</span>",,RTK,RTK1v5::L42
俵,bag,,,1547,,person + surface,⿰ (left-right),⿰亻表,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">表</span> <span style=""color:#666"">surface</span>",,RTK,RTK1v5::L40
俸,stipend,,,1574,,person + proffer,⿰ (left-right),⿰亻奉,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">奉</span> <span style=""color:#666"">proffer</span>",,RTK,RTK1v5::L40
俺,we (exclusive) / myself,,,2058,ǎn,person + hang glider,⿰ (left-right),⿰亻奄,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">奄</span> <span style=""color:#666"">hang glider</span>",,RSH RTH RTK,RTK3v2::CH01
倅,my son,,,2131,,person + foot soldiers,⿰ (left-right),⿰亻卒,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">卒</span> <span style=""color:#666"">foot soldiers</span>",,RTK,RTK3v2::CH02
倉,storehouse / godown,,,1630,cāng,umbrella + eyedropper + flag + floor + mouth,⿱ (top-bottom),⿱⿵𠆢丶⿸{95}口,"<span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">尸</span> <span style=""color:#666"">corpse</span> <span style=""color:#999"">(alias: flag)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",SH: 仓,RTH RTK,RTK1v5::L42
個,individual,,,973,gè,person + solid,⿰ (left-right),⿰亻固,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">固</span> <span style=""color:#666"">solid</span>",SH: 个,RTH RTK,RTK1v5::L27
倍,times / double,,,992,bèi,person + muzzle,⿰ (left-right),⿰亻咅,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">咅</span> <span style=""color:#666"">muzzle</span>",,RSH RTH RTK,RTK1v5::L27
倒,upside down / overthrow,,,980,dǎo / dào,person + arrive,⿰ (left-right),⿰亻到,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">到</span> <span style=""color:#666"">arrive</span>",,RSH RTH RTK,RTK1v5::L27
倖,bliss,,,2119,,person + good fortune,⿰ (left-right),⿰亻幸,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">幸</span> <span style=""color:#666"">good fortune</span>",,RTK,RTK3v2::CH02
候,wait / climate,,,1640,hòu,marquis + walking stick,⿲ (left-mid-right),⿲亻丨⿱{14}矢,"<span style=""color:#1a5276"">侯</span> <span style=""color:#666"">marquis</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",,RSH RTH RTK,RTK1v5::L42
借,borrow,,,1186,jiè,person + times past,⿰ (left-right),⿰亻昔,"<span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">昔</span> <span style=""color:#666"">times past</span>",,RSH RTH RTK,RTK1v5::L32
倣,emulate,,,979,,person + release,⿰ (left-right),⿰亻放,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">放</span> <span style=""color:#666"">release</span>",,RTK,RTK1v5::L27
値,price,,,978,,person + 𠃊 + ten + eye,⿰ (left-right),⿰亻⿺𠃊𥃭,"<span style=""color:#1a5276"">亻</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span><br><span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span>",TH: 值 | SH: 值,RTK,RTK1v5::L27
